work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,Senior,Full time,Data Analyst,109280,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Engineer,128875,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Engineer,93700,United States,Fully remote,United States,Medium
2022,Executive,Full time,Head of Data Science,224000,United States,Fully remote,United States,Medium
2022,Executive,Full time,Head of Data Science,167875,United States,Fully remote,United States,Medium
2022,Executive,Full time,Analytics Engineer,175000,United States,Fully remote,United States,Medium
2022,Executive,Full time,Analytics Engineer,135000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Engineer,209100,United States,Fully remote,United States,Large
2022,Senior,Full time,Data Engineer,154600,United States,Fully remote,United States,Large
2022,Senior,Full time,Data Engineer,180000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Engineer,160000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Scientist,205300,United States,No remote work,United States,Large
2022,Senior,Full time,Data Scientist,140400,United States,No remote work,United States,Large
2022,Senior,Full time,Data Scientist,176000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Scientist,144000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Engineer,200100,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Engineer,160000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Engineer,70500,United States,No remote work,United States,Medium
2022,Senior,Full time,Data Engineer,54000,United States,No remote work,United States,Medium
2022,Senior,Full time,Data Scientist,205300,United States,No remote work,United States,Medium
2022,Senior,Full time,Data Scientist,140400,United States,No remote work,United States,Medium
2022,Senior,Full time,Analytics Engineer,205300,United States,No remote work,United States,Medium
2022,Senior,Full time,Analytics Engineer,184700,United States,No remote work,United States,Medium
2022,Senior,Full time,Data Engineer,175100,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Engineer,140250,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Analyst,116150,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Analyst,99050,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Engineer,145000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Engineer,130000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Analyst,112900,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Analyst,90320,United States,Fully remote,United States,Medium
2022,Intermediate,Full time,Data Analyst,85000,Canada,No remote work,Canada,Medium
2022,Intermediate,Full time,Data Analyst,75000,Canada,No remote work,Canada,Medium
2022,Senior,Full time,Machine Learning Engineer,214000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Machine Learning Engineer,192600,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Architect,266400,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Architect,213120,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Engineer,155000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Engineer,115000,United States,Fully remote,United States,Medium
2022,Intermediate,Full time,Data Scientist,141300,United States,No remote work,United States,Medium
2022,Intermediate,Full time,Data Scientist,102100,United States,No remote work,United States,Medium
2022,Senior,Full time,Data Analyst,115934,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Analyst,81666,United States,Fully remote,United States,Medium
2022,Intermediate,Full time,Data Engineer,206699,United States,No remote work,United States,Medium
2022,Intermediate,Full time,Data Engineer,99100,United States,No remote work,United States,Medium
2022,Senior,Full time,Data Engineer,130000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Engineer,110500,United States,Fully remote,United States,Medium
2022,Intermediate,Full time,Data Analyst,63810,United Kingdom,No remote work,United Kingdom,Medium
2022,Intermediate,Full time,Data Analyst,44667,United Kingdom,No remote work,United Kingdom,Medium
2022,Senior,Full time,Data Analyst,80000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Analyst,60000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Architect,192564,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Architect,144854,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Scientist,230000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Scientist,150000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Analytics Manager,150260,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Analytics Manager,109280,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Analyst,170000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Analyst,150000,United States,Fully remote,United States,Medium
2022,Intermediate,Full time,Data Scientist,160000,United States,Fully remote,United States,Medium
2022,Intermediate,Full time,Data Scientist,130000,United States,Fully remote,United States,Medium
2022,Junior,Full time,Data Analyst,67000,Canada,No remote work,Canada,Medium
2022,Junior,Full time,Data Analyst,52000,Canada,No remote work,Canada,Medium
2022,Senior,Full time,Data Engineer,154000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Engineer,126000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Analyst,129000,United States,No remote work,United States,Medium
2022,Senior,Full time,Data Analyst,99000,United States,No remote work,United States,Medium
2022,Senior,Full time,Data Scientist,210000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Scientist,140000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Scientist,210000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Scientist,140000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Scientist,210000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Scientist,140000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Analyst,100000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Analyst,69000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Scientist,210000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Scientist,140000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Analyst,150075,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Analyst,110925,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Engineer,100000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Engineer,25000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Analyst,126500,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Analyst,106260,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Engineer,220110,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Engineer,160080,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Analyst,105000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Analyst,100000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Analyst,170000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Analyst,135000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Scientist,230000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Scientist,140000,United States,Fully remote,United States,Medium
2022,Intermediate,Full time,Data Analyst,135000,United States,Fully remote,United States,Medium
2022,Intermediate,Full time,Data Analyst,50000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Scientist,220000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Scientist,140000,United States,Fully remote,United States,Medium
2022,Intermediate,Full time,Data Scientist,178668,United Kingdom,No remote work,United Kingdom,Medium
2022,Intermediate,Full time,Data Scientist,89334,United Kingdom,No remote work,United Kingdom,Medium
2022,Senior,Full time,Machine Learning Engineer,220000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Machine Learning Engineer,120000,United States,Fully remote,United States,Medium
2022,Intermediate,Full time,Data Scientist,200000,United States,Fully remote,United States,Medium
2022,Intermediate,Full time,Data Scientist,120000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Machine Learning Engineer,120000,United Arab Emirates,Fully remote,United Arab Emirates,Small
2022,Senior,Full time,Machine Learning Engineer,65000,United Arab Emirates,Fully remote,United Arab Emirates,Small
2022,Executive,Full time,Data Engineer,324000,United States,Fully remote,United States,Medium
2022,Executive,Full time,Data Engineer,216000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Engineer,210000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Engineer,100000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Scientist,185100,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Scientist,104890,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Engineer,105000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Engineer,80000,United States,Fully remote,United States,Medium
2022,Intermediate,Full time,Machine Learning Developer,78392,Canada,Fully remote,Canada,Medium
2020,Senior,Full time,Machine Learning Manager,117104,Canada,Partially remote,Canada,Large
2022,Executive,Full time,Director of Data Science,195981,Canada,Partially remote,Canada,Large
2022,Intermediate,Full time,Machine Learning Engineer,120000,United States,Fully remote,United States,Small
2022,Intermediate,Full time,NLP Engineer,36723,United States,Partially remote,United States,Large
2022,Intermediate,Full time,Business Data Analyst,18202,India,Fully remote,India,Medium
2022,Intermediate,Full time,Data Scientist,31204,India,Fully remote,India,Large
2022,Intermediate,Full time,Machine Learning Infrastructure Engineer,57055,Portugal,Partially remote,Portugal,Large
2022,Intermediate,Part time,Data Engineer,53825,Germany,Partially remote,Germany,Large
2022,Junior,Full time,Data Scientist,18202,India,Fully remote,India,Medium
2022,Intermediate,Full time,Applied Machine Learning Scientist,75000,Bolivia,Fully remote,United States,Large
2022,Intermediate,Full time,Applied Data Scientist,157000,United States,Fully remote,United States,Large
2022,Intermediate,Full time,Business Data Analyst,70553,Canada,Partially remote,Canada,Large
2022,Junior,Full time,Data Engineer,65000,United States,Fully remote,United States,Small
2022,Senior,Full time,Machine Learning Engineer,69973,Ireland,Fully remote,Ireland,Small
2021,Intermediate,Full time,Data Scientist,109000,United States,Partially remote,United States,Large
2022,Intermediate,Full time,Data Scientist,68985,Canada,Fully remote,Canada,Medium
2022,Junior,Full time,Computer Vision Engineer,10000,Portugal,Fully remote,Luxembourg,Medium
2022,Intermediate,Full time,Data Analyst,20000,Greece,Fully remote,Greece,Small
2021,Senior,Full time,Head of Data,102839,Slovenia,Fully remote,Slovenia,Large
2022,Senior,Full time,Head of Data,200000,Malaysia,Fully remote,United States,Medium
2022,Junior,Full time,Data Scientist,52131,Canada,Fully remote,Canada,Large
2022,Intermediate,Full time,Data Scientist,78000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Engineer,135000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Data Engineer,115000,United States,Fully remote,United States,Medium
2022,Intermediate,Full time,Machine Learning Engineer,86257,Australia,Fully remote,Australia,Large
2022,Junior,Full time,Data Scientist,40000,Japan,Fully remote,Malaysia,Large
2022,Intermediate,Full time,Head of Data,32295,Estonia,Fully remote,Estonia,Small
2022,Senior,Full time,Machine Learning Engineer,61361,Netherlands,Fully remote,Netherlands,Large
2020,Junior,Full time,Data Engineer,54742,Pakistan,Fully remote,Germany,Large
2022,Senior,Full time,Research Scientist,91503,France,Partially remote,France,Large
2022,Junior,Full time,Data Scientist,85545,Australia,Partially remote,Australia,Medium
2022,Senior,Full time,Data Scientist,165000,United States,Fully remote,United States,Medium
2022,Intermediate,Full time,Machine Learning Scientist,153000,United States,Partially remote,United States,Medium
2022,Senior,Full time,Data Scientist,100000,Brazil,Fully remote,United States,Medium
2022,Senior,Full time,Machine Learning Developer,78392,Canada,Fully remote,Canada,Medium
2022,Intermediate,Full time,Data Scientist,34650,Poland,Fully remote,Poland,Large
2022,Intermediate,Full time,Principal Data Analyst,75000,Canada,Fully remote,Canada,Small
2020,Intermediate,Full time,Product Data Analyst,20000,Honduras,No remote work,Honduras,Small
2022,Junior,Contract,Applied Machine Learning Scientist,31218,Tunisia,Fully remote,Czech Republic,Medium
2021,Intermediate,Full time,Research Scientist,69999,Czech Republic,Partially remote,Czech Republic,Large
2022,Junior,Full time,Data Engineer,56839,Pakistan,Fully remote,Germany,Medium
2022,Intermediate,Full time,Research Scientist,63514,Austria,No remote work,Austria,Large
2022,Senior,Full time,Data Science Manager,152500,United States,Fully remote,United States,Medium
2022,Junior,Full time,Research Scientist,120000,United States,Fully remote,United States,Large
2022,Intermediate,Full time,Data Scientist,135000,United States,Fully remote,United States,Large
2022,Senior,Full time,Data Analytics Lead,405000,United States,Fully remote,United States,Large
2021,Senior,Full time,Data Engineering Manager,150000,United States,No remote work,United States,Large
2021,Senior,Full time,Data Science Manager,240000,United States,No remote work,United States,Large
2021,Intermediate,Full time,Data Analyst,135000,United States,Fully remote,United States,Large
2021,Junior,Full time,Data Scientist,80000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Applied Data Scientist,380000,United States,Fully remote,United States,Large
2022,Intermediate,Full time,Data Scientist,121267,Switzerland,No remote work,Switzerland,Large
2022,Senior,Full time,Applied Data Scientist,177000,United States,Fully remote,United States,Large
2022,Intermediate,Full time,Data Engineer,66743,France,Fully remote,France,Medium
2022,Intermediate,Full time,Data Scientist,48000,Russia,Fully remote,United States,Small
2022,Junior,Full time,Data Analytics Engineer,20000,Pakistan,No remote work,Pakistan,Medium
2021,Senior,Full time,Principal Data Scientist,220000,United States,No remote work,United States,Large
2021,Intermediate,Full time,ML Engineer,77364,Japan,Partially remote,Japan,Small
2021,Intermediate,Full time,ML Engineer,63711,Japan,Partially remote,Japan,Small
2022,Junior,Full time,Computer Vision Software Engineer,150000,Australia,Fully remote,Australia,Small
2021,Intermediate,Full time,Data Analyst,90000,United States,Fully remote,United States,Medium
2022,Intermediate,Freelance,Data Scientist,100000,Canada,Fully remote,United States,Medium
2021,Junior,Full time,Data Scientist,100000,United States,No remote work,United States,Small
2022,Junior,Part time,Data Scientist,100000,Algeria,Partially remote,Algeria,Medium
2022,Senior,Full time,Research Scientist,144000,United States,Partially remote,United States,Large
2022,Senior,Full time,Principal Data Scientist,159323,Germany,Fully remote,Germany,Medium
2021,Senior,Full time,Computer Vision Engineer,24000,Brazil,Fully remote,Brazil,Medium
2021,Intermediate,Full time,Applied Machine Learning Scientist,38400,Vietnam,Fully remote,United States,Medium
2022,Junior,Full time,Financial Data Analyst,100000,United States,Partially remote,United States,Large
2021,Intermediate,Full time,Data Scientist,82500,United States,Fully remote,United States,Small
2021,Junior,Full time,Data Scientist,49646,France,Partially remote,France,Medium
2021,Senior,Full time,Lead Data Scientist,40570,India,Partially remote,India,Large
2022,Junior,Full time,Data Engineer,120000,United States,Fully remote,United States,Medium
2022,Senior,Full time,Lead Machine Learning Engineer,86121,Germany,No remote work,Germany,Medium
2021,Junior,Full time,Machine Learning Engineer,20000,India,Fully remote,India,Small
2022,Junior,Full time,Computer Vision Engineer,125000,United States,No remote work,United States,Medium
2021,Intermediate,Full time,Data Scientist,9466,India,No remote work,India,Small
2021,Senior,Full time,Machine Learning Scientist,120000,United States,Partially remote,United States,Small
2021,Junior,Part time,Data Analyst,10354,Spain,Partially remote,Spain,Medium
2021,Junior,Full time,Applied Data Scientist,110037,United Kingdom,No remote work,United Kingdom,Large
2022,Junior,Full time,ML Engineer,21530,Portugal,Fully remote,Portugal,Large
2021,Junior,Full time,Data Analyst,50000,United States,Fully remote,United States,Medium
2021,Senior,Full time,Principal Data Engineer,200000,United States,Fully remote,United States,Medium
2021,Intermediate,Full time,Big Data Engineer,60000,Spain,Partially remote,Romania,Medium
2021,Intermediate,Full time,Data Engineer,200000,United States,Fully remote,United States,Large
2021,Junior,Full time,Machine Learning Developer,100000,Iraq,Partially remote,Iraq,Small
2021,Intermediate,Full time,Data Engineer,100000,United States,Fully remote,United States,Large
2021,Senior,Full time,Machine Learning Engineer,82744,Belgium,Partially remote,Belgium,Medium
2020,Intermediate,Full time,Data Engineering Manager,59303,Germany,Fully remote,Germany,Small
2021,Intermediate,Full time,Research Scientist,62649,France,Partially remote,France,Medium
2021,Intermediate,Full time,Data Engineer,82528,United Kingdom,Fully remote,United Kingdom,Large
2021,Intermediate,Full time,Data Architect,170000,United States,Fully remote,United States,Large
2021,Intermediate,Full time,Data Architect,150000,United States,Fully remote,United States,Large
2021,Junior,Full time,BI Data Analyst,55000,United States,Partially remote,United States,Small
2021,Executive,Full time,Director of Data Science,250000,United States,No remote work,United States,Large
2021,Junior,Full time,Data Engineer,80000,United States,Fully remote,United States,Large
2020,Junior,Full time,Big Data Engineer,70000,United States,Fully remote,United States,Large
2021,Executive,Full time,Director of Data Science,130026,Germany,Partially remote,Germany,Medium
2021,Junior,Full time,Data Science Consultant,63831,Germany,Partially remote,Germany,Large
2020,Senior,Full time,Data Scientist,68428,Greece,Fully remote,United States,Large
2021,Executive,Full time,Head of Data Science,85000,Russia,No remote work,Russia,Medium
2021,Executive,Full time,Head of Data,230000,Russia,Partially remote,Russia,Large
2021,Junior,Full time,Machine Learning Engineer,125000,United States,Fully remote,United States,Small
2021,Senior,Full time,Data Analytics Manager,120000,United States,Fully remote,United States,Medium
2020,Intermediate,Full time,Research Scientist,450000,United States,No remote work,United States,Medium
2020,Intermediate,Full time,Data Analyst,46759,France,Partially remote,France,Large
2020,Intermediate,Full time,Data Engineer,74130,Austria,Partially remote,Austria,Large
2021,Senior,Full time,Data Science Engineer,127221,Canada,Partially remote,Canada,Large
2021,Senior,Full time,Data Science Manager,144000,United States,Fully remote,United States,Large
2021,Junior,Full time,Data Scientist,13400,Ukraine,Fully remote,Ukraine,Large
2021,Intermediate,Full time,Data Scientist,75774,Canada,Fully remote,Canada,Large
2021,Intermediate,Full time,Data Scientist,150000,United States,Fully remote,United States,Medium
2020,Intermediate,Full time,Data Science Consultant,103000,United States,Fully remote,United States,Large
2021,Senior,Full time,Data Engineering Manager,153000,United States,Fully remote,United States,Large
2021,Intermediate,Full time,Data Engineer,90000,United States,Fully remote,United States,Large
2021,Junior,Full time,Data Analyst,90000,United States,Fully remote,United States,Small
2021,Junior,Full time,Data Analyst,60000,United States,Fully remote,United States,Small
2021,Intermediate,Full time,Data Scientist,50000,Nigeria,Fully remote,Nigeria,Large
2021,Junior,Part time,AI Scientist,12000,Pakistan,Fully remote,United States,Medium
2021,Intermediate,Part time,3D Computer Vision Researcher,5409,India,Partially remote,India,Medium
2021,Intermediate,Contract,ML Engineer,270000,United States,Fully remote,United States,Large
2021,Intermediate,Full time,Applied Data Scientist,54238,United Kingdom,Partially remote,Canada,Large
2021,Intermediate,Full time,Machine Learning Engineer,47282,Spain,Fully remote,Spain,Small
2021,Executive,Full time,Director of Data Science,153667,Italy,Fully remote,Poland,Large
2021,Intermediate,Full time,Data Engineer,28476,Poland,Fully remote,Poland,Large
2021,Intermediate,Full time,Data Analytics Engineer,110000,United States,Fully remote,United States,Large
2021,Junior,Full time,Research Scientist,82528,United Kingdom,Partially remote,United Kingdom,Large
2020,Junior,Full time,Machine Learning Engineer,250000,United States,Partially remote,United States,Large
2021,Junior,Full time,Data Analyst,59102,France,Partially remote,France,Medium
2021,Senior,Full time,Data Analyst,80000,Bulgaria,Fully remote,United States,Small
2020,Junior,Full time,Data Analyst,10000,Nigeria,Fully remote,Nigeria,Small
2020,Junior,Full time,Machine Learning Engineer,138000,United States,Fully remote,United States,Small
2021,Intermediate,Full time,Data Engineer,140000,United States,Fully remote,United States,Large
2021,Senior,Full time,Data Analytics Engineer,79197,Germany,Fully remote,Germany,Large
2021,Senior,Full time,Lead Data Analyst,170000,United States,Fully remote,United States,Large
2021,Junior,Full time,Data Analyst,80000,United States,Fully remote,United States,Medium
2020,Intermediate,Full time,Data Scientist,45760,Philippines,Fully remote,United States,Small
2021,Intermediate,Full time,BI Data Analyst,100000,United States,Fully remote,United States,Medium
2021,Senior,Full time,Data Scientist,53192,France,Partially remote,France,Large
2021,Executive,Full time,Head of Data,235000,United States,Fully remote,United States,Large
2021,Executive,Full time,BI Data Analyst,150000,India,Fully remote,United States,Large
2020,Executive,Full time,Data Engineering Manager,79833,Spain,Partially remote,Spain,Large
2021,Junior,Full time,Machine Learning Scientist,225000,United States,Fully remote,United States,Large
2021,Junior,Full time,Data Science Consultant,76833,Germany,Fully remote,Germany,Small
2020,Intermediate,Full time,Machine Learning Infrastructure Engineer,50180,Portugal,No remote work,Portugal,Medium
2021,Senior,Full time,Marketing Data Analyst,88654,Greece,Fully remote,Denmark,Large
2021,Senior,Full time,Lead Data Engineer,103160,United Kingdom,Fully remote,United Kingdom,Small
2021,Senior,Full time,Director of Data Engineering,113476,United Kingdom,Fully remote,United Kingdom,Medium
2021,Senior,Full time,Machine Learning Engineer,94564,Germany,Partially remote,Germany,Large
2021,Junior,Full time,Data Engineer,30428,India,Fully remote,India,Large
2021,Senior,Full time,Data Engineer,150000,United States,Fully remote,United States,Medium
2021,Senior,Full time,Data Engineer,115000,United States,Fully remote,United States,Small
2021,Intermediate,Full time,Research Scientist,187442,Canada,Fully remote,Canada,Large
2021,Intermediate,Full time,Data Analyst,51519,United Kingdom,Partially remote,United Kingdom,Large
2020,Intermediate,Full time,Data Engineer,106000,United States,Fully remote,United States,Large
2020,Intermediate,Full time,Data Engineer,112872,United Kingdom,Partially remote,United Kingdom,Large
2021,Intermediate,Full time,BI Data Analyst,36259,Hungary,Partially remote,United States,Large
2021,Senior,Full time,Data Engineer,150000,United States,Fully remote,United States,Large
2020,Junior,Part time,ML Engineer,15966,Germany,Fully remote,Germany,Small
2021,Intermediate,Full time,Computer Vision Software Engineer,95746,Germany,Fully remote,United States,Small
2021,Junior,Full time,Computer Vision Software Engineer,70000,United States,Fully remote,United States,Medium
2021,Intermediate,Full time,Financial Data Analyst,450000,United States,Fully remote,United States,Large
2020,Intermediate,Full time,Data Scientist,76958,United Kingdom,Fully remote,United Kingdom,Small
2021,Intermediate,Full time,Cloud Data Engineer,89294,Singapore,Partially remote,Singapore,Large
2021,Junior,Full time,Data Scientist,29751,India,Partially remote,India,Large
2021,Senior,Full time,Lead Data Engineer,276000,United States,No remote work,United States,Large
2020,Senior,Full time,Data Engineer,188000,United States,Fully remote,United States,Large
2021,Senior,Full time,Cloud Data Engineer,160000,Brazil,Fully remote,United States,Small
2020,Intermediate,Full time,Data Scientist,105000,United States,Fully remote,United States,Large
2021,Intermediate,Full time,Data Engineer,200000,United States,Fully remote,United States,Large
2021,Senior,Full time,Data Engineering Manager,174000,United States,Fully remote,United States,Large
2021,Intermediate,Full time,Data Analyst,93000,United States,Fully remote,United States,Large
2021,Junior,Full time,Data Scientist,28399,India,Fully remote,India,Medium
2021,Senior,Full time,Research Scientist,60757,Portugal,Partially remote,Portugal,Large
2021,Junior,Full time,Data Scientist,90000,United States,Fully remote,United States,Small
2020,Intermediate,Full time,Data Engineer,70139,France,Partially remote,France,Large
2020,Junior,Full time,Data Analyst,6072,India,No remote work,India,Small
2020,Senior,Full time,Data Engineer,33511,Mexico,No remote work,Mexico,Small
2021,Senior,Full time,Principal Data Analyst,170000,United States,Fully remote,United States,Medium
2021,Senior,Full time,Data Engineer,96282,United Kingdom,Partially remote,United Kingdom,Large
2021,Intermediate,Full time,Data Engineer,12103,Turkey,No remote work,Turkey,Medium
2021,Junior,Full time,Data Scientist,36643,France,Partially remote,France,Large
2021,Intermediate,Full time,Data Engineer,72212,United Kingdom,Partially remote,United Kingdom,Large
2020,Junior,Full time,Data Analyst,91000,United States,Fully remote,United States,Large
2021,Senior,Full time,Big Data Architect,99703,Canada,Partially remote,Canada,Medium
2021,Senior,Full time,Data Scientist,165000,United States,Fully remote,United States,Large
2021,Intermediate,Full time,Data Analyst,80000,United States,Fully remote,United States,Large
2021,Senior,Full time,Data Scientist,103691,Canada,Fully remote,Canada,Large
2021,Junior,Full time,Data Engineer,21637,India,Partially remote,India,Medium
2020,Junior,Full time,Research Scientist,42000,Netherlands,Partially remote,Netherlands,Large
2020,Intermediate,Full time,Lead Data Scientist,115000,United Arab Emirates,No remote work,United Arab Emirates,Large
2021,Intermediate,Full time,Research Scientist,63810,Canada,Fully remote,Canada,Medium
2020,Senior,Full time,Machine Learning Scientist,260000,Japan,No remote work,Japan,Small
2021,Intermediate,Full time,Head of Data Science,110000,United States,No remote work,United States,Small
2021,Intermediate,Full time,Data Architect,180000,United States,Fully remote,United States,Large
2021,Senior,Full time,Data Analyst,200000,United States,Fully remote,United States,Large
2020,Senior,Full time,Big Data Engineer,109024,United Kingdom,Partially remote,United Kingdom,Medium
2021,Senior,Full time,Director of Data Engineering,200000,United States,Fully remote,United States,Large
2021,Senior,Full time,ML Engineer,256000,United States,Fully remote,United States,Small
2021,Intermediate,Full time,Data Engineer,110000,United States,Fully remote,United States,Large
2020,Intermediate,Full time,Data Scientist,79833,Germany,No remote work,Germany,Large
2021,Junior,Full time,Data Engineer,72500,United States,Fully remote,United States,Large
2021,Senior,Full time,Machine Learning Engineer,185000,United States,Partially remote,United States,Large
2021,Intermediate,Part time,Data Engineer,69741,Netherlands,Fully remote,Netherlands,Large
2021,Junior,Full time,Research Scientist,100000,Jersey,No remote work,China,Large
2021,Intermediate,Full time,Data Engineer,112000,United States,Fully remote,United States,Large
2020,Senior,Full time,Machine Learning Engineer,150000,United States,Partially remote,United States,Large
2021,Senior,Full time,Data Scientist,20171,Turkey,Partially remote,Turkey,Large
2021,Senior,Full time,AI Scientist,55000,Spain,Fully remote,Spain,Large
2021,Junior,Full time,Data Scientist,58000,United States,Partially remote,United States,Large
2021,Junior,Full time,Data Scientist,100000,United States,Fully remote,United States,Medium
2021,Senior,Full time,Data Scientist,77684,France,Partially remote,France,Medium
2021,Junior,Full time,Machine Learning Engineer,85000,Netherlands,Fully remote,Germany,Small
2021,Junior,Full time,Data Science Consultant,76833,Germany,No remote work,Germany,Large
2021,Senior,Contract,Staff Data Scientist,105000,United States,Fully remote,United States,Medium
2020,Junior,Full time,Data Analyst,72000,United States,Fully remote,United States,Large
2021,Junior,Full time,Data Engineer,65013,Germany,Partially remote,Germany,Medium
2021,Intermediate,Full time,Data Engineer,28016,Turkey,Fully remote,Turkey,Medium
2021,Intermediate,Full time,Data Engineer,111775,United States,No remote work,United States,Medium
2021,Intermediate,Full time,Data Engineer,93150,United States,No remote work,United States,Medium
2021,Senior,Full time,Lead Data Engineer,160000,Puerto Rico,Partially remote,United States,Small
2021,Intermediate,Full time,Data Scientist,25532,Serbia,Fully remote,Germany,Small
2021,Senior,Full time,Machine Learning Engineer,66265,India,No remote work,India,Large
2021,Intermediate,Full time,Data Scientist,16904,India,Fully remote,India,Small
2021,Senior,Full time,Data Analyst,63831,Germany,Partially remote,Germany,Large
2020,Senior,Full time,Lead Data Scientist,190000,United States,Fully remote,United States,Small
2021,Executive,Full time,Director of Data Science,141846,Germany,No remote work,Germany,Large
2021,Junior,Full time,Big Data Engineer,16228,India,Fully remote,India,Large
2021,Senior,Full time,Data Analyst,71786,Canada,Fully remote,Canada,Medium
2020,Intermediate,Full time,Data Scientist,35735,Hungary,Partially remote,Hungary,Large
2021,Senior,Full time,Data Scientist,135000,United States,No remote work,United States,Large
2021,Junior,Full time,Machine Learning Engineer,24823,Germany,Partially remote,Germany,Medium
2021,Senior,Full time,Data Science Manager,54094,India,Partially remote,United States,Large
2021,Senior,Full time,Machine Learning Engineer,24342,India,Fully remote,India,Large
2021,Junior,Full time,BI Data Analyst,9272,Kenya,Fully remote,Kenya,Small
2021,Intermediate,Full time,Data Scientist,147000,United States,Partially remote,United States,Large
2021,Senior,Full time,Research Scientist,96113,Canada,Partially remote,Canada,Large
2021,Senior,Full time,Data Science Manager,174000,United States,Fully remote,United States,Large
2020,Intermediate,Full time,Business Data Analyst,135000,United States,Fully remote,United States,Large
2021,Junior,Full time,Machine Learning Engineer,21844,Colombia,Partially remote,Colombia,Medium
2020,Senior,Full time,Lead Data Engineer,125000,New Zealand,Partially remote,New Zealand,Small
2020,Junior,Full time,Data Scientist,51321,France,No remote work,France,Small
2020,Intermediate,Full time,Data Scientist,40481,India,No remote work,India,Large
